year,name,trade_count
2000,Buteo poecilochrous,4
2000,Calabaria reinhardtii,4
2000,Catasetum spp.,4
2000,Cattleya eldorado,4
2000,Cattleya elongata,4
2000,Cattleya gaskelliana,4
2000,Cattleya violacea,4
2000,Cephalophus dorsalis,4
2000,Cercopithecus spp.,4
2000,Ceropegia spp.,4
2000,Chalcopsitta duivenbodei,4
2000,Chalcopsitta sintillata,4
2000,Chondrorhyncha hirtzii,4
2000,Coleocephalocereus aureus,4
2000,Cyanoramphus novaezelandiae,4
2000,Cypripedium japonicum,4
2000,Cypripedium spp.,4
2000,Dendrobium cruentum,4
2000,Dendrobium crumenatum,4
2000,Dendrobium cucumerinum,4
2000,Dendrobium laevifolium,4
2000,Dendrobium macrophyllum,4
2000,Echinopsis chamaecereus,4
2000,Echinopsis chiloensis,4
2000,Encephalartos natalensis,4
2000,Encephalartos trispinosus,4
2000,Eunectes murinus,4
2000,Euphorbia lactea,4
2000,Euplectes hordeaceus,4
2000,Euplectes macroura,4
2000,Hippocampus trimaculatus,4
2000,Leptotes bicolor,4
2000,Leucopsar rothschildi,4
2000,Liasis fuscus,4
2000,Loriculus galgulus,4
2000,Lutra lutra,4
2000,Mantella aurantiaca,4
2000,Melocactus azureus,4
2000,Merulina spp.,4
2000,Mustela altaica,4
2000,Pelecyphora strobiliformis,4
2000,Phalaenopsis amabilis,4
2000,Phalaenopsis schilleriana,4
2000,Pionus fuscus,4
2000,Pionus menstruus,4
2000,Platycercus adscitus,4
2000,Poicephalus gulielmi,4
2000,Poicephalus meyeri,4
2000,Poicephalus robustus,4
2000,Poicephalus rueppellii,4
2000,Polycycnis spp.,4
2000,Psittacula alexandri,4
2000,Psittacula cyanocephala,4
2000,Psittacula longicauda,4
2000,Pteropus tonganus,4
2000,Pytilia hypogrammica,4
2000,Ramphastos toco,4
2000,Rebutia arenacea,4
2000,Rebutia canigueralii,4
2000,Scaphosepalum spp.,4
2000,Sclerocactus papyracanthus,4
2000,Strix aluco,4
2000,Symphyllia agaricia,4
2000,Terrapene spp.,4
2000,Testudo hermanni,4
2000,Tridacna gigas,4
2000,Trioceros deremensis,4
2000,Troides haliphron,4
2000,Troides oblongomaculatus,4
2000,Turbinicarpus spp.,4
2000,Uebelmannia pectinifera,4
2000,Zygopetalum spp.,4
2000,Accipiter gentilis,3
2000,Acipenser schrenckii,3
2000,Acropora subulata,3
2000,Aerangis curnowiana,3
2000,Agapornis hybrid,3
2000,Alisterus scapularis,3
2000,Aloe capitata,3
2000,Aloe macroclada,3
2000,Aloe parallelifolia,3
2000,Ansellia gigantea,3
2000,Antipatharia spp.,3
2000,Ara ambiguus,3
2000,Ara hybrid,3
2000,Ara militaris,3
2000,Aratinga aurea,3
2000,Aratinga holochlora,3
2000,Aratinga mitrata,3
2000,Aratinga pertinax,3
2000,Argusianus argus,3
2000,Australogyra spp.,3
2000,Blastomussa merleti,3
2000,Bollea spp.,3
2000,Brotogeris versicolurus,3
2000,Bulbophyllum antenniferum,3
2000,Bulbophyllum biflorum,3
2000,Bulbophyllum binnendijkii,3
2000,Bulbophyllum croceum,3
2000,Bulbophyllum lobbii,3
2000,Bulbophyllum odoratissimum,3
2000,Bulbophyllum reticulatum,3
2000,Bulbophyllum secundum,3
2000,Buteo jamaicensis,3
2000,Cacatua sanguinea,3
2000,Caiman spp.,3
2000,Calanthe reflexa,3
2000,Calumma parsonii,3
2000,Caracara plancus,3
2000,Cattleya aurea,3
2000,Cattleya bowringiana,3
2000,Cattleya dowiana,3
2000,Cattleya intermedia,3
2000,Cattleya leopoldii,3
2000,Cattleya warscewiczii,3
2000,Caularthron bilamellatum,3
2000,Caulastraea furcata,3
2000,Cebus apella,3
2000,Cebus capucinus,3
2000,Chelonoidis denticulatus,3
2000,Coelogyne tomentosa,3
2000,Coelogyne trinervis,3
2000,Colibri coruscans,3
2000,Columba guinea,3
2000,Coracopsis nigra,3
2000,Coracopsis vasa,3
2000,Cyclamen cilicium,3
2000,Cyclamen graecum,3
2000,Cyclopsitta diophthalma,3
2000,Cymbidium aloifolium,3
2000,Cymbidium hookerianum,3
2000,Cypripedium franchetii,3
2000,Cypripedium macranthos,3
2000,Dendrobium anosmum,3
2000,Dendrobium chrysanthum,3
2000,Dendrobium ochreatum,3
2000,Dendrobium reflexitepalum,3
2000,Dendrobium sanderae,3
2000,Dendrobium speciosum,3
2000,Dendrobium sulcatum,3
2000,Deroptyus accipitrinus,3
2000,Dimerandra emarginata,3
2000,Diodonopsis erinacea,3
2000,Diploastrea heliopora,3
2000,Discocactus bahiensis,3
2000,Discocactus heptacanthus,3
2000,Discocactus placentiformis,3
2000,Doritis spp.,3
2000,Dracaena guianensis,3
2000,Encephalartos lebomboensis,3
2000,Encephalartos middelburgensis,3
2000,Encephalartos spp.,3
2000,Encephalartos transvenosus,3
2000,Eriosyce strausiana,3
2000,Estrilda astrild,3
2000,Forpus coelestis,3
2000,Forpus passerinus,3
2000,Furcifer cephalolepis,3
2000,Furcifer pardalis,3
2000,Gypohierax angolensis,3
2000,Laelia anceps,3
2000,Laelia sincorana,3
2000,Lepanthes calodictyon,3
2000,Lynx lynx,3
2000,Macaca nemestrina,3
2000,Mammillaria herrerae,3
2000,Mantella spp.,3
2000,Millepora spp.,3
2000,Miltonia spectabilis,3
2000,Morelia amethistina,3
2000,Morelia boeleni,3
2000,Musophaga violacea,3
2000,Neofinetia falcata,3
2000,Nyctea scandiaca,3
2000,Obregonia denegrii,3
2000,Oeonia spp.,3
2000,Opuntia spp.,3
2000,Ornithoptera tithonus,3
2000,Ovis canadensis,3
2000,Paleosuchus palpebrosus,3
2000,Paraphalaenopsis spp.,3
2000,Pediocactus peeblesianus,3
2000,Pescatoria spp.,3
2000,Phelsuma dubia,3
2000,Phelsuma laticauda,3
2000,Phoenicopterus ruber,3
2000,Phragmipedium besseae,3
2000,Pionus senilis,3
2000,Platycercus icterotis,3
2000,Plectropterus gambensis,3
2000,Polemaetus bellicosus,3
2000,Porroglossum spp.,3
2000,Primolius auricollis,3
2000,Psephotus varius,3
2000,Pseudeos fuscata,3
2000,Psittaciformes spp.,3
2000,Psittacula eupatria,3
2000,Pytilia phoenicoptera,3
2000,Rhynchostele cervantesii,3
2000,Schomburgkia splendida,3
